,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season,Postseason,Base Salary,Base Guaranteed Comp.
5736,kris reaves,DAL,D,2,2,168,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,1,0,0,,2018,reg,0,67500,67500
5737,jon gallagher,ATL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,67500,68750
5738,marco farfan,POR,D,11,6,515,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,5,0,0,0,,2018,reg,1,64500,64500
5739,colton storm,SKC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,55654.2,55654.2
5740,adonijah reid,DAL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,75000,99375
5741,ricardo perez,COL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,60000,61250
5744,andrew wheeleromiunu,ATL,M,1,0,16,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,55654.2,55654.2
5745,david choiniere,MTL,M,1,0,12,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,67500,67500
5746,nicolas samayoa,NE,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,54500.04,54500.04
5747,gordon wild,LA,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,90000,120000
5749,james murphy,LFC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,67500,87500
5750,amer didic,SKC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,55654.2,55654.2
5751,jose leiton,MIN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,67500,83000
5752,sam hamilton,COL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,68254.2,68254.2
5753,eryk williamson,POR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,110000.04,126500.04
5754,francis atuahene,DAL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,124999.92,168999.92
5755,daniel bedoya,NYC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,54500.04,54500.04
5756,roberto dominguez,VAN,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,54504,61465.66
5757,femi hollingerjanzen,NE,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,67500,67500
5758,chris goslin,ATL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,80000,84000
5759,bryan reynolds,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,54500,56500
5760,paxton pomykal,DAL,M,6,1,125,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,,2018,reg,0,85000,90000
5761,brandon servania,DAL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,135000,186000
5762,efrain alvarez,LA,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,67500,72233.84
5763,sam vines,COL,D,1,0,45,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,60000,61250
5764,kip colvey,COL,M,3,3,208,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,1,0,0,,2018,reg,0,67500,67500
5766,victor arboleda,POR,F-M,1,0,31,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2018,reg,1,54499.92,54499.92
5767,zachary herivaux,NE,M,5,2,158,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,5,0,1,0,,2018,reg,0,68906.25,83906.25
5768,anatole abang,NY,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,68927,68927
5770,conor donovan,HOU,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,54500.04,54500.04
5772,shawn barry,RSL,D,4,3,204,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,6,0,1,0,,2018,reg,1,131250,131250
5773,harold cummings,SJ,D,21,21,1875,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,14,15,0,3,1,,2018,reg,0,249996,300662.67
5774,kacper przybylko,PHI,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,67500,67500
5775,taylor kemp,DC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,140000,140000
5776,jack barmby,POR,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,68256,68256
5777,jose villarreal,ORL,M,3,0,45,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2018,reg,0,84999.96,84999.96
5778,oliver shannon,ATL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,54500.04,54500.04
5779,moises hernandez,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,67500,67500
5780,zakaria diallo,MTL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,299250,343250
5781,dillon powers,ORL,M,3,0,69,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,,2018,reg,0,180000,180000
5782,sheanon williams,LA,D-M,8,1,153,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,,2018,reg,0,67500,72500
5783,marvin emnes,VAN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,69996,159829.33
5786,brad evans,SKC,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,200000.04,200000.04
5787,marc burch,MIN,D,6,5,403,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,0,1,0,,2018,reg,0,140004,140004
5788,roy miller,POR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,150000,150000
5789,sal zizzo,ATL,D,6,1,157,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,0,0,0,0,,2018,reg,1,129999.96,129999.96
5790,sean franklin,VAN,D,11,9,834,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,2,0,0,0,,2018,reg,0,150000,150000
5791,tony beltran,RSL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,230000,240950
5793,jared jeffrey,DC,M,2,0,2,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,114996,124996
5794,sam cronin,MIN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,141660,208761.33
5795,aj delagarza,MIA,D,4,4,360,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,2,0,0,0,,2018,reg,0,200000.04,207500.04
5797,gaston sauro,CLB,D,7,6,521,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,2,0,1,0,,2018,reg,1,67500,67500
5798,andreu fontas,SKC,D,2,1,92,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,,2018,reg,1,999999.96,999999.96
5799,lagos kunga,ATL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,54500.04,58500.04
5801,felix chenkam,SEA,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,54500.04,54500.04
5803,mark segbers,NE,M-D,1,0,45,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,,2018,reg,0,54500.04,57760.82
5804,julian dunn,TOR,D,2,1,105,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2018,reg,0,54500.04,54500.04
5805,paul marie,SJ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,54500.04,54500.04
5806,jacob akanyirige,SJ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,54500.04,56500.04
5807,gilbert fuentes,SJ,M,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2018,reg,0,69999.96,81999.96
5809,wyatt omsberg,CHI,D,7,4,385,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,1,0,1,0,,2018,reg,0,54500.04,54500.04
5810,joe scally,NYC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,1,54500.04,76316.71
5811,mohamed thiaw,SJ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,54500.04,54500.04
5812,nicolas del grecco,CHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,90000,91125
5813,bertrand owundi ekoo,MIN,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2018,reg,0,67500,67500
5814,olivier mbaizo,PHI,D,1,1,85,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,1,0,,2018,reg,0,67500,67500
5815,edward opoku,CLB,F,5,1,150,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,5,1,0,0,100.0,2018,reg,1,75000,96000
5817,ema twumasi,DAL,F,1,1,45,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2018,reg,0,135000,180900
5818,ricky lopezespin,RSL,F,1,0,22,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2018,reg,1,67500,76250
5819,tristan blackmon,LAFC,D,10,5,492,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,4,0,1,0,100.0,2018,reg,0,67500,70233.92
5820,kevin partida,SJ,M,4,4,290,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,5,0,1,1,0.0,2018,reg,0,54500.04,54500.04
5822,michael mancienne,NE,D,10,10,900,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,3,0,2,0,100.0,2018,reg,0,1284768,1370268
5823,francois affolter,SJ,D,9,7,676,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,2,0,2,0,0.0,2018,reg,0,200000.04,232650.04
5824,liam ridgewell,POR,D,13,13,1085,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,16,1,2,1,100.0,2018,reg,1,700000,700000
5825,drew moor,COL,D,8,6,568,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,6,0,0,0,100.0,2018,reg,0,350004,350004
5826,yura movsisyan,CHI,F,4,0,58,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,0.0,2018,reg,0,1850000,2073750
5827,jason hernandez,TOR,D,10,7,534,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,4,0,2,0,0.0,2018,reg,0,67500,67500
5828,mohammed abu,DC,M,4,0,93,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,0,0,0.0,2018,reg,0,175008,181258
5829,calum mallace,LFC,M,5,0,29,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2018,reg,0,80000.04,80000.04
5830,adam henley,RSL,D,5,2,260,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,3,0,1,0,0.0,2018,reg,1,114999.96,122833.29
5831,matthew real,PHI,D,3,3,236,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,2,0,1,0,0.0,2018,reg,0,54500.04,54500.04
5832,modou jadama,POR,D,1,0,27,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,100.0,2018,reg,1,54500.04,54500.04
5833,tomas conechny,POR,M,4,1,72,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0,0,0.0,2018,reg,1,150000,166666.67
5834,tony alfaro,SEA,D,4,3,220,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,0,0,2,1,0.0,2018,reg,1,67500,67500
5835,isaac angking,NE,M,3,0,37,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2018,reg,0,67500,72500
5836,chris odoiatsem,DC,D,1,0,12,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,100.0,2018,reg,0,54500.04,59500.04
5837,grant lillard,MIA,D,8,6,562,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,1,0,0.0,2018,reg,0,80000.04,82500.04
5838,brett levis,VAN,D,14,13,960,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,8,0,0,0,0.0,2018,reg,0,68250,70750
5839,miles robinson,ATL,D,10,3,272,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,3,0,0,0,0.0,2018,reg,1,135000,205000
5840,kwame awuah,NYC,M,6,1,143,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,1,0,0,0,0.0,2018,reg,1,55654.2,55654.2
5841,aidan daniels,TOR,M,1,0,12,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2018,reg,0,54500.04,54500.04
5843,graham smith,SKC,D,2,2,180,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2018,reg,1,54500.04,54500.04
5844,tomas hilliardarce,LA,D,5,4,304,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,0,1,0,0,100.0,2018,reg,0,90000,113125
5845,victor cabrera,HOU,D,13,10,920,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,17,2,0,1,1,100.0,2018,reg,0,270000,270000
5847,kharlton belmar,SKC,F,4,0,65,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,0,0,0.0,2018,reg,1,68254.2,68254.2
5850,daniel johnson,CHI,M,7,3,261,0,0,2,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,1,0,0,0,100.0,2018,reg,0,68254.2,68254.2
5851,shamit shome,MTL,M,5,2,249,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,0,0,0.0,2018,reg,0,100000.08,128500.08
5852,jesus ferreira,DAL,F,1,0,3,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2018,reg,0,54500,54500
5853,jordan mccrary,SEA,D,15,9,890,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,11,1,3,1,0.0,2018,reg,1,67500,67500
5856,chris mavinga,TOR,D,12,11,935,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,5,1,3,1,0.0,2018,reg,0,500000.04,563333.37
5859,david horst,RSL,D,5,3,312,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,8,0,0,0,0.0,2018,reg,1,125004,131629
5860,aurelien collin,PHI,D,7,5,353,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,11,1,0,2,0,0.0,2018,reg,1,450000,450000
5861,demar phillips,RSL,D,5,5,360,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,2,0,2,0,0.0,2018,reg,1,120000,126250
5862,mathieu choiniere,MTL,M,5,0,82,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,0.0,2018,reg,0,54500.04,59441.04
5863,simon colyn,VAN,M,1,0,4,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2018,reg,0,54499.92,60749.92
5865,aaron herrera,RSL,D,16,14,1236,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,11,0,2,0,33.33,2018,reg,1,67500,67500
5866,danilo silva,LAFC,D,10,9,722,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,6,0,2,0,33.33,2018,reg,0,69999.96,69999.96
5867,dejan jakovic,LAFC,D,15,13,1147,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,2,0,2,1,0.0,2018,reg,0,150000,150000
5868,abel aguilar,DAL,M,4,1,131,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,2,0,0,0,0.0,2018,reg,0,272727.24,328127.24
5869,lamar neagle,SEA,M,6,0,110,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,5,2,1,0,33.33,2018,reg,1,96000,99000
5870,eric calvillo,SJ,M,3,2,165,0,0,3,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,2,0,1,0,66.67,2018,reg,0,99999.96,114999.96
5871,deklan wynne,COL,D,25,22,2006,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,24,8,2,3,1,0.0,2018,reg,0,67500,67500
5872,fidel escobar,NY,D,6,4,374,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,0,0,0,33.33,2018,reg,1,145000.08,145000.08
5873,james sands,NYC,M,3,3,223,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,3,0,0,0,33.33,2018,reg,1,54500.04,75333.37
5874,chris wehan,SJ,M,6,2,183,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,0,0,0.0,2018,reg,0,54492,57992
5875,adam jahn,ATL,F,8,0,68,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,2,0,0,0.0,2018,reg,1,97500,97500
5876,michael petrasso,MTL,D,14,8,782,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,8,1,2,0,0.0,2018,reg,0,155003.64,168128.64
5877,henry wingo,SEA,M,5,1,144,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,1,1,0,33.33,2018,reg,1,55650,55650
5878,thomas mcnamara,HOU,M,10,4,370,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,2,0,4,0,0.0,2018,reg,1,199999.92,199999.92
5879,guillermo hauche,NE,F-M,4,2,175,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,4,0,1,0,0.0,2018,reg,0,120000,135000
5880,brent kallman,MIN,D,24,22,1953,0,0,4,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,15,23,0,0,0,50.0,2018,reg,0,82500,85791.67
5881,carlos ascues,ORL,D,9,9,755,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,4,0,2,0,25.0,2018,reg,0,360000,391500
5883,eriq zavaleta,TOR,D,21,16,1488,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,15,3,0,4,0,0.0,2018,reg,0,225000,263558.45
5885,jon bakero,CHI,F,7,3,224,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,1,0,0,0,0.0,2018,reg,0,84999.96,101374.96
5886,brandon vazquez,CIN,F,8,0,86,0,0,4,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,3,0,1,0,50.0,2018,reg,1,125004,145004
5887,richie laryea,TOR,M,9,2,253,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,12,3,2,0,0.0,2018,reg,0,135000,164000
5888,axel sjoberg,CLB,D,17,15,1334,0,0,4,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,7,0,0,0,50.0,2018,reg,0,189996,194996
5889,marcelo silva,RSL,D,18,18,1557,0,0,4,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,26,10,0,7,0,50.0,2018,reg,1,675000,726625
5890,collen warner,COL,M,17,14,1239,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,35,15,0,6,1,0.0,2018,reg,0,251004,251004
5891,frantz pangop,MIN,M,9,1,175,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,7,1,0,0,0.0,2018,reg,0,67500,67500
5892,luis gil,HOU,M,12,3,272,0,0,5,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,1,0,60.0,2018,reg,0,67500,67500
5893,jorge corrales,MTL,D,17,15,1292,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,14,11,2,5,0,20.0,2018,reg,0,67500,67500
5894,adolfo machado,HOU,D,21,18,1696,0,0,5,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,26,6,0,3,0,0.0,2018,reg,0,220008,236508
5895,giles barnes,COL,M,12,6,543,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,18,4,0,0,20.0,2018,reg,0,200000.04,200000.04
5896,antonio mlinar delamea,NE,D,18,18,1516,0,0,5,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,26,11,0,8,1,0.0,2018,reg,0,400008,400008
5897,eloi amagat,NYC,M,8,5,430,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,9,0,0,1,20.0,2018,reg,1,240000,261250
5898,mark mckenzie,PHI,D,19,18,1629,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,14,7,0,4,0,20.0,2018,reg,0,54500.04,64500.04
5899,fabian herbers,CHI,F,9,5,428,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,7,0,0,0,20.0,2018,reg,0,100008,100008
5900,liam fraser,TOR,M,10,7,615,0,0,5,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,4,0,2,0,40.0,2018,reg,0,67500,72500
5901,kortne ford,COL,D,15,14,1141,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,19,6,0,7,0,20.0,2018,reg,0,82500,89500
5902,derrick jones,NSH,M,12,3,385,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,11,9,0,2,0,16.67,2018,reg,0,70000,75900
5904,ariel lassiter,LA,F,7,1,94,0,0,6,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,3,1,0,0,50.0,2018,reg,0,67500,67500
5906,andreas ivan,NY,M,9,1,185,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,4,2,3,0,16.67,2018,reg,1,240000,344100
5907,guram kashia,SJ,D,12,12,1080,0,0,6,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,5,1,3,0,33.33,2018,reg,0,549999.96,549999.96
5908,shane oneill,SEA,D,13,13,1118,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,3,0,0,1,16.67,2018,reg,0,64999.92,79499.92
5909,doneil henry,VAN,D,14,14,1260,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,15,2,0,2,0,16.67,2018,reg,0,140004,154237.71
5911,kim keehee,SEA,D,29,28,2444,0,0,7,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,26,13,0,4,0,0.0,2018,reg,1,500004,632004
5912,eric bird,HOU,M,6,4,340,0,0,7,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,1,0,0,0,42.86,2018,reg,0,67500,67500
5913,aly ghazal,VAN,M,22,17,1446,0,0,7,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,23,7,1,2,0,14.29,2018,reg,0,575000.04,700566.71
5914,pablo aranguiz,DAL,M,9,3,282,0,0,7,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,8,0,0,0,42.86,2018,reg,0,399999.96,459999.96
5915,kofi opare,DC,D,11,10,863,0,0,8,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,2,0,1,0,0.0,2018,reg,0,118125,133125
5917,rudy camacho,MTL,D,18,18,1566,0,0,9,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,3,0,2,0,22.22,2018,reg,0,650000.04,699152.54
5918,roman torres,MIA,D,13,7,688,0,0,9,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,1,0,1,0,11.11,2018,reg,1,575000.04,645000.04
5919,jimmy ockford,SJ,D,15,11,1085,0,0,9,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,18,2,0,3,0,11.11,2018,reg,0,67500,67500
5920,tommy thompson,SJ,D,14,6,630,0,0,9,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,17,0,0,0,33.33,2018,reg,0,165000,170000
5921,sebastien ibeagha,NYC,D,26,18,1717,0,0,10,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,14,14,1,1,0,30.0,2018,reg,1,67500,67500
5922,justen glad,RSL,D,33,33,2910,0,0,11,5,0,0/0,0,0,0.0,0.0,0,0,0,0.0,35,17,0,6,0,45.45,2018,reg,1,270000,291700
5923,andre horta,LFC,M,11,3,319,0,0,11,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,5,0,0,0,18.18,2018,reg,0,1100000.04,1198000.04
5924,luis argudo,MIA,M,18,6,630,0,0,11,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,15,8,2,0,0,18.18,2018,reg,1,54500.04,54500.04
5925,ken krolicki,MTL,M,24,18,1588,0,0,12,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,17,30,0,5,0,33.33,2018,reg,0,54500.04,54500.04
