,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season,Base Salary,Base Guaranteed Comp.
3196,bruno miranda,DC,F,5,0,53,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,0.0,2017,reg,53000.04,57476.13
3197,dilly duka,CLB,M,3,2,151,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,1,0,0,0.0,2017,reg,175000,175000
3198,michael boxall,MIN,D,12,12,1080,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,6,0,2,0,0.0,2017,reg,225000,242333.33
3199,kevin ellis,KC ,D,5,5,450,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,2,0,1,0,0.0,2017,reg,140004,148337.33
3200,michael parkhurst,ATL,D,33,33,2906,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,8,0,4,0,0.0,2017,reg,325008,325008
3201,francois affolter,SJ,D,6,6,509,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,4,0,1,0,0.0,2017,reg,120000,154250
3202,vadim demidov,MIN,D,3,3,270,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,0,0,0.0,2017,reg,550008,555008
3203,john goossens,CHI,M,1,1,89,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,1,0,0.0,2017,reg,230000,233333.33
3204,jalil anibaba,NSH,D,8,4,462,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,2,0,0,0,50.0,2017,reg,110004,110004
3205,pele van anholt,LA ,D,5,5,357,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,3,0,0,0,50.0,2017,reg,216000,216000
3206,sebastian lletget,LA,M,3,3,270,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,3,0,0,0,0.0,2017,reg,230000,242666.67
3207,aaron guillen,DAL,D,6,4,374,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,3,0,2,0,0.0,2017,reg,54075,54075
3208,jaime villarreal,LA ,D,7,4,374,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,1,1,1,0,50.0,2017,reg,53004,53004
3209,tommy redding,ORL,D,18,14,1406,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,3,0,4,0,50.0,2017,reg,110000,117500
3210,nathan smith,LA ,D,12,9,907,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,22,11,0,5,1,0.0,2017,reg,53004,55499.85
3211,jose escalante,HOU,M,3,0,24,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,0.0,2017,reg,53004,53004
3213,mikey lopez,NYC,M,12,5,609,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,4,0,2,0,0.0,2017,reg,75000,75000
3214,mike da fonte,COL,D,17,14,1223,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,30,14,0,5,0,0.0,2017,reg,65004,65004
3215,leonardo pereira,ORL,D,10,9,805,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,6,0,4,0,0.0,2017,reg,53004,53004
3216,eric miller,NSH,D,30,30,2616,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,17,16,2,5,0,0.0,2017,reg,75553.75,86553.75
3217,wandrille lefevre,MTL,D,3,1,103,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,50.0,2017,reg,94999.92,104499.92
3218,deian boldor,MTL,D,5,5,412,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,1,1,0,1,33.33,2017,reg,324000,324000
3219,justin schmidt,RSL,D,9,7,676,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,3,0,0,0,33.33,2017,reg,53004,53004
3220,henry wingo,SEA,M,11,0,132,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,1,0,0,0.0,2017,reg,53004,53004
3221,seyi adekoya,SEA,F,2,1,77,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,1,0,33.33,2017,reg,53004,53004
3222,cristian martinez,CLB,M,8,1,237,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,9,1,2,0,0.0,2017,reg,65633.4,70133.4
3223,mike grella,NYR,M,8,3,362,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,3,0,0,0,33.33,2017,reg,186000,188250
3224,baggio husidic,LA ,M,10,5,445,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,6,0,0,0,0.0,2017,reg,175000,175000
3225,andres imperiale,SJ,D,13,12,1111,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,25,11,0,7,0,33.33,2017,reg,105000,107500
3226,chad barrett,RSL,F,3,0,65,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,33.33,2017,reg,99000,105000
3227,jermaine taylor,MIN,D,14,6,671,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,4,0,1,0,25.0,2017,reg,125004,135004
3228,bobby burling,COL,D,12,8,760,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,4,0,3,0,0.0,2017,reg,120000,152000
3229,rasmus schuller,MIN,M,7,4,324,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,4,0,1,0,0.0,2017,reg,200004,225004
3230,julian buescher,DC,M,7,2,180,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,5,0,0,0,25.0,2017,reg,80000,94700
3231,victor cabrera,HOU,D,20,18,1496,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,24,6,0,6,1,0.0,2017,reg,260000,260000
3232,derrick jones,NSH,M,12,8,702,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,13,0,1,1,20.0,2017,reg,65000,70900
3233,ricardo velazco,RSL,F,9,1,254,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,14,0,2,0,20.0,2017,reg,65633.4,65633.4
3234,jalen robinson,DC,D,7,6,543,0,0,5,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,2,0,0,0,0.0,2017,reg,69996,69996
3236,calum mallace,MTL,M,7,4,298,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,20.0,2017,reg,115000,131250
3237,russell teibert,VAN,M,12,8,731,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,4,0,1,0,20.0,2017,reg,126500,194000
3238,jevaughn watson,NE,D,18,8,766,0,0,5,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,11,5,0,5,1,40.0,2017,reg,150000,155666.67
3239,marcelo silva,RSL,D,9,9,650,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,1,0,0,1,20.0,2017,reg,675000,711875
3240,aurelien collin,PHI,D,9,7,545,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,15,6,0,2,0,20.0,2017,reg,450000,450000
3242,chris schuler,RSL,D,12,12,1069,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,10,0,4,0,16.67,2017,reg,127500,132500
3243,fatai alashe,CIN,M,17,13,1201,0,0,6,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,18,12,1,6,0,50.0,2017,reg,98175,114425
3244,femi hollingerjanzen,NE,F,13,1,148,0,0,6,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,4,0,0,33.33,2017,reg,54075,54075
3245,jose aja,MIN,D,15,15,1275,0,0,6,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,20,9,2,5,1,0.0,2017,reg,216000,216000
3246,oniel fisher,DC,D,9,7,543,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,10,0,1,0,16.67,2017,reg,65625,65625
3247,victor arboleda,POR,F-M,5,0,55,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,1,0,1,16.67,2017,reg,65000.04,65000.04
3249,daniel johnson,CHI,M,8,0,125,0,0,6,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,5,0,0,0,50.0,2017,reg,65004,65004
3250,shaun francis,MTL,D,14,12,1067,0,0,7,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,4,2,1,0,42.86,2017,reg,115000,123333.33
3251,andres romero,MTL,M,9,4,432,0,0,7,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,5,1,1,0,28.57,2017,reg,245000.04,405000.04
3252,claude dielna,NE,D,11,11,945,0,0,8,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,5,1,4,0,25.0,2017,reg,780000,909861
3253,quincy amarikwa,SJ,F,9,1,150,0,0,8,5,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,2,3,0,0,62.5,2017,reg,256500,270166.67
3255,nick hagglund,CIN,D,15,13,1124,0,0,9,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,7,0,2,0,11.11,2017,reg,100008,109633
3256,jack mcinerney,LA ,F,8,3,260,0,0,9,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,4,1,1,0,44.44,2017,reg,325000,325000
3257,larrys mabiala,POR,D,13,13,1160,0,0,9,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,5,0,0,1,0.0,2017,reg,431666.64,480916.64
3258,hassoun camara,MTL,D,18,16,1350,0,0,10,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,23,10,2,4,1,40.0,2017,reg,255000,255000
3259,simon dawkins,SJ,M,14,7,637,0,0,10,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,7,0,0,0,10.0,2017,reg,800000,800000
3260,aaron kovar,SEA,M,7,1,199,0,0,10,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,3,0,0,0,10.0,2017,reg,66150,66350
3261,taylor kemp,DC,D,22,22,1980,0,0,11,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,17,0,2,0,18.18,2017,reg,120000,120000
3262,justen glad,RSL,D,18,18,1620,0,0,11,5,0,0/0,0,0,0.0,0.0,0,0,0,0.0,21,8,0,2,0,45.45,2017,reg,225000,246700
3263,bradley diallo,LA ,D,18,15,1380,0,0,11,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,39,6,1,7,1,27.27,2017,reg,65004,65004
3265,gershon koffie,NE,M,23,21,1920,0,0,16,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,39,47,0,3,0,12.5,2017,reg,120000,120000
3266,ryan hollingshead,DAL,M,18,9,820,0,0,16,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,5,2,0,0,18.75,2017,reg,132500,132500
3267,luis gil,COL,M,21,9,853,0,0,17,10,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,7,0,1,0,58.82,2017,reg,144000,144000
3268,nick deleon,TOR,M,19,18,1594,0,0,18,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,15,1,3,0,22.22,2017,reg,255000,255000
3269,steven birnbaum,DC,D,26,25,2249,0,0,24,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,38,15,1,2,0,12.5,2017,reg,474996,499996
3270,josef martinez,ATL,F,34,34,2898,31,6,97,56,10,8/9,16,15,0.96,32.0,0,4,2,0.19,24,31,35,1,0,57.73,2018,reg,1270008,1387318
3271,zlatan ibrahimovic,LA,F,27,24,2143,22,10,116,49,7,4/4,15,7,0.92,19.0,0,5,5,0.42,36,34,27,5,1,42.24,2018,reg,1500000,1500000
3272,bradley wrightphillips,LAFC,F,32,28,2536,20,8,82,37,6,0/0,10,10,0.71,24.4,2,4,4,0.28,32,55,31,7,0,45.12,2018,reg,1500000,1635000
3273,mauro manotas,HOU,F,33,30,2633,19,1,95,43,2,2/2,10,9,0.65,20.0,0,0,1,0.03,24,20,23,1,0,45.26,2018,reg,264328.08,264328.08
3274,gyasi zardes,CLB,F,33,33,2948,19,0,88,40,4,3/4,17,2,0.58,21.6,0,0,0,0.0,27,33,20,3,0,45.45,2018,reg,630000,630000
3275,ignacio piatti,MTL,M,32,32,2821,16,13,95,32,3,4/4,14,2,0.51,16.8,5,7,6,0.41,40,78,22,2,0,33.68,2018,reg,500000.04,4713333.37
3276,nemanja nikolic,CHI,F,31,29,2443,15,2,52,28,4,3/3,12,3,0.55,28.8,0,2,0,0.07,9,15,40,2,0,53.85,2018,reg,1700000.04,1906333.37
3277,carlos vela,LAFC,F,28,26,2378,14,13,97,44,2,4/4,4,10,0.53,14.4,6,8,5,0.49,15,73,9,1,0,45.36,2018,reg,4500000,6292500
3278,kei kamara,COL,F,28,24,2167,14,6,88,34,6,3/3,8,6,0.58,15.9,1,3,3,0.25,39,44,15,5,1,38.64,2018,reg,1000000,1000000
3280,ola kamara,DC,F,31,30,2689,14,3,67,31,3,0/0,7,7,0.47,20.9,0,3,0,0.1,26,46,27,2,0,46.27,2018,reg,825000,925000
3281,sebastian giovinco,TOR,F,28,26,2384,13,15,167,51,1,1/4,8,5,0.49,7.8,2,9,6,0.57,33,64,16,5,1,30.54,2018,reg,5600000,7115555.67
3282,dom dwyer,ORL,F,26,25,2244,13,0,78,36,4,0/0,9,4,0.52,16.7,0,0,0,0.0,43,50,41,9,0,46.15,2018,reg,1200000,1383333.33
3284,diego rossi,LAFC,F,32,30,2604,12,9,89,40,1,0/0,5,7,0.41,13.5,2,4,5,0.31,31,62,3,0,0,44.94,2018,reg,1000000.08,1052000.08
3285,damir kreilach,RSL,M,33,31,2784,12,8,67,27,2,0/0,10,2,0.39,17.9,4,7,1,0.26,39,47,15,5,0,40.3,2018,reg,900000,1013333.33
3286,wayne rooney,DC,F-M,20,18,1641,12,7,71,31,3,3/3,12,0,0.66,16.9,1,6,1,0.38,15,11,9,1,0,43.66,2018,reg,2769230.88,2776730.88
3287,cristian penilla,NE,F,33,33,2816,12,7,95,38,2,1/1,6,6,0.38,12.6,2,5,2,0.22,39,50,3,2,1,40.0,2018,reg,500000.04,550000.04
3288,aleksandar katai,CHI,M,33,27,2428,12,5,97,41,2,0/0,7,5,0.44,12.4,0,3,2,0.19,39,32,17,6,0,42.27,2018,reg,1200000,1320333.33
3289,adama diomande,LAFC,F,18,14,1253,12,4,39,22,1,0/0,7,5,0.86,30.8,0,2,2,0.29,17,10,10,1,0,56.41,2018,reg,849999.96,934999.96
3290,danny hoesen,SJ,F,34,29,2488,12,4,83,33,2,0/0,7,5,0.43,14.5,0,3,1,0.14,24,19,30,1,0,39.76,2018,reg,465000,518000
3291,darwin quintero,HOU,F,27,27,2396,11,15,78,32,2,1/1,9,2,0.41,14.1,1,8,7,0.56,25,54,13,3,0,41.03,2018,reg,1650000,1650000
3292,alberth elis,HOU,F,30,27,2422,11,10,101,44,1,2/2,5,6,0.41,10.9,4,5,5,0.37,33,51,7,6,1,43.56,2018,reg,650340,650340
3293,romain alessandrini,LA,M,26,23,1920,11,9,63,24,2,1/1,6,5,0.52,17.5,2,4,5,0.42,35,32,7,7,0,38.1,2018,reg,1539996,1869996
3294,daniel salloi,SKC,F,29,26,2291,11,7,78,31,6,0/0,5,6,0.43,14.1,3,5,2,0.27,12,26,10,3,1,39.74,2018,reg,67500,81625
3295,teal bunbury,NE,F,32,30,2566,11,4,68,33,5,1/2,6,5,0.39,16.2,0,3,1,0.14,40,31,13,5,0,48.53,2018,reg,215000.04,260000.04
3297,daniel royer,RBNY,M,29,24,2049,11,2,72,32,3,2/2,6,5,0.48,15.3,1,0,2,0.09,19,27,10,1,1,44.44,2018,reg,600000,668750
3298,luciano acosta,DC,M-F,33,32,2753,10,17,60,23,4,0/0,10,0,0.33,16.7,4,10,7,0.56,59,63,10,3,0,38.33,2018,reg,550000,652000
3299,diego valeri,POR,M,32,31,2747,10,12,86,29,3,4/5,6,4,0.33,11.6,4,7,5,0.39,30,47,17,4,0,33.72,2018,reg,2320000,2380000
3300,sebastian blanco,POR,M-F,31,29,2564,10,11,81,31,3,0/0,4,6,0.35,12.3,4,6,5,0.39,31,47,1,9,0,38.27,2018,reg,1300008,1375008
3301,johnny russell,SKC,F,30,24,2183,10,10,70,30,1,1/1,6,4,0.41,14.3,3,6,4,0.41,15,37,4,3,0,42.86,2018,reg,1331578.92,1331578.92
3302,jonathan osorio,TOR,M,30,30,2603,10,7,33,20,3,0/0,6,4,0.35,30.3,2,6,1,0.24,22,48,3,6,0,60.61,2018,reg,201350.63,209825.25
3303,albert rusnak,RSL,M,31,29,2592,10,7,67,29,3,3/4,6,4,0.35,14.9,1,5,2,0.24,19,20,6,0,0,43.28,2018,reg,850008,925820.5
3304,chris wondolowski,SJ,F,34,23,2289,10,5,58,22,1,3/4,7,3,0.39,17.2,1,2,3,0.2,27,15,14,3,0,37.93,2018,reg,800000,800000
3305,fafa picault,DAL,M,29,24,2190,10,5,70,33,2,3/4,3,7,0.41,14.3,0,4,1,0.21,26,33,8,7,0,47.14,2018,reg,135000,148666.67
3308,cory burke,PHI,F,29,15,1427,10,1,61,19,5,0/0,4,6,0.63,16.4,0,1,0,0.06,48,35,9,4,1,31.15,2018,reg,67500,71223.75
3309,darren mattocks,DC,F,25,14,1267,10,0,42,19,2,0/1,3,7,0.71,23.8,0,0,0,0.0,17,22,5,3,0,45.24,2018,reg,400000,416666.67
3310,diego fagundez,NE,M,33,30,2666,9,10,68,30,1,1/2,7,2,0.3,13.2,0,4,6,0.34,28,33,8,9,0,44.12,2018,reg,170000,190000
3311,yamil asad,DC,M,30,27,2365,9,8,45,19,0,1/1,1,8,0.34,20.0,2,7,1,0.3,28,82,7,1,0,42.22,2018,reg,436363.56,520522.65
3312,dominique badji,NSH,F,26,24,1963,9,3,59,23,1,0/0,6,3,0.41,15.3,0,1,2,0.14,51,39,17,6,0,38.98,2018,reg,162500.04,168750.04
3313,christian ramirez,HOU,F,27,20,1645,9,2,43,17,3,0/0,7,2,0.49,20.9,0,1,1,0.11,6,25,13,0,0,39.53,2018,reg,575000.04,641250.04
3314,nicolas lodeiro,SEA,M,27,27,2428,8,16,57,17,2,5/5,6,2,0.3,14.0,8,11,5,0.59,34,94,7,3,0,29.82,2018,reg,1800000,2302500
3316,alphonso davies,VAN,M,31,27,2420,8,11,37,15,2,0/0,7,1,0.3,21.6,3,10,1,0.41,31,59,11,2,0,40.54,2018,reg,72500,72500
3317,maximiliano urruti,MTL,F,33,30,2735,8,11,117,35,1,0/0,4,4,0.26,6.8,3,4,7,0.36,31,49,12,3,0,29.91,2018,reg,700000.08,781000.08
3318,victor vazquez,TOR,M,21,19,1440,8,9,29,15,1,2/2,6,2,0.5,27.6,1,7,2,0.56,13,22,2,0,0,51.72,2018,reg,1365000,1500000
3319,joao plata,RSL,F,25,20,1721,8,8,56,29,1,2/3,4,4,0.42,14.3,3,6,2,0.42,12,29,5,0,0,51.79,2018,reg,525000,683333.33
3321,roland lamah,DAL,M,29,21,1865,8,6,37,14,4,0/1,7,1,0.39,21.6,1,3,3,0.29,14,28,17,4,0,37.84,2018,reg,675000,818500
3322,corey baird,RSL,F,31,21,1903,8,5,39,20,1,0/0,4,4,0.38,20.5,1,3,2,0.24,20,13,14,4,0,51.28,2018,reg,54504,54504
3323,samuel armenteros,POR,F,28,19,1590,8,1,41,18,2,0/0,4,4,0.45,19.5,1,1,0,0.06,18,27,17,2,0,43.9,2018,reg,600000,608333.33
3324,cristian techera,VAN,M,21,16,1347,8,1,44,21,2,1/1,5,3,0.53,18.2,1,1,0,0.07,15,24,7,6,1,47.73,2018,reg,387000,412000
3325,jefferson savarino,RSL,F,32,32,2853,7,11,78,31,3,0/0,5,2,0.22,9.0,1,7,4,0.35,30,70,18,2,0,39.74,2018,reg,375000,398687.65
3326,hector villalba,ATL,F,28,21,1787,7,9,68,28,1,0/0,3,4,0.35,10.3,2,7,2,0.45,11,12,8,4,0,41.18,2018,reg,663000,770750
3327,paul arriola,DC,M-F,28,25,2183,7,8,36,18,1,0/0,5,2,0.29,19.4,2,3,5,0.33,40,31,5,7,1,50.0,2018,reg,624999.96,663999.96
3329,saphir taider,MTL,F,33,33,2852,7,8,81,25,4,1/1,4,3,0.22,8.6,1,4,4,0.25,36,56,8,3,1,30.86,2018,reg,800000.04,800000.04
3330,will bruin,SEA,F,29,19,1793,7,5,37,18,3,0/0,2,5,0.35,18.9,1,2,3,0.25,13,21,19,1,0,48.65,2018,reg,350000,351666.67
3331,felipe gutierrez,SKC,M,20,18,1522,7,2,40,17,4,0/0,3,4,0.41,17.5,1,0,2,0.12,38,25,1,3,0,42.5,2018,reg,1599999.96,1649999.96
3332,jozy altidore,TOR,F,13,12,877,7,1,26,9,2,2/2,7,0,0.72,26.9,0,0,1,0.1,19,12,10,3,1,34.62,2018,reg,5000000,5000000
3334,romell quioto,MTL,M,32,25,2252,6,12,82,30,1,0/0,3,3,0.24,7.3,1,9,3,0.48,28,33,5,3,0,36.59,2018,reg,240000,252500
3335,yordy reyna,VAN,M-F,26,21,1875,6,11,43,17,1,1/1,3,3,0.29,14.0,4,7,4,0.53,24,45,2,8,2,39.53,2018,reg,440000.04,533700.04
3336,federico higuain,DC,F,30,27,2380,6,9,52,17,3,3/3,4,2,0.23,11.5,2,8,1,0.34,22,20,9,5,1,32.69,2018,reg,1100000.04,1100000.04
3337,jesus medina,NYC,M,28,21,2005,6,7,46,13,2,0/0,4,2,0.27,13.0,1,5,2,0.31,13,23,5,1,0,28.26,2018,reg,650000.04,770833.37
3338,sacha kljestan,LA,M,30,29,2522,6,6,47,17,1,2/3,3,3,0.21,12.8,1,2,4,0.21,18,30,3,4,0,36.17,2018,reg,1025000.04,1100000.04
3339,michael barrios,DAL,M,34,29,2536,6,6,59,29,1,0/0,2,4,0.21,10.2,3,3,3,0.21,33,23,15,4,0,49.15,2018,reg,400000.08,400000.08
3340,santiago mosquera,DAL,M,29,17,1589,6,5,61,21,2,0/0,3,3,0.34,9.8,2,1,4,0.28,21,27,6,0,0,34.43,2018,reg,450000,541400
3341,magnus eriksson,SJ,F,32,29,2494,6,3,52,20,0,3/3,3,3,0.22,11.5,0,1,2,0.11,37,81,2,2,0,38.46,2018,reg,399999.96,399999.96
3343,borek dockal,PHI,M,31,30,2397,5,18,44,19,3,1/1,5,0,0.19,11.4,5,11,7,0.68,22,23,2,1,0,43.18,2018,reg,1714285.68,1714285.68
3344,tomas martinez,HOU,M,32,31,2455,5,13,66,19,2,0/0,3,2,0.18,7.6,2,5,8,0.48,22,61,2,5,1,28.79,2018,reg,305004,487929
3345,alejandro silva,MTL,M,31,27,2368,5,11,53,20,0,1/1,2,3,0.19,9.4,1,7,4,0.42,29,25,6,4,0,37.74,2018,reg,800040,800040
3346,zoltan stieber,DC,M-F,27,21,1833,5,7,34,12,0,0/0,1,4,0.25,14.7,1,3,4,0.34,11,7,0,1,0,35.29,2018,reg,999999.96,999999.96
3347,chris pontius,LA,M,26,15,1485,5,6,26,8,1,0/0,2,3,0.3,19.2,0,5,1,0.36,21,25,2,3,0,30.77,2018,reg,174999.96,174999.96
3348,victor rodriguez,SEA,M,19,14,1258,5,6,47,15,0,0/0,4,1,0.36,10.6,3,4,2,0.43,12,31,3,0,0,31.91,2018,reg,999999.96,1087499.96
3349,latif blessing,LAFC,F,30,18,1804,5,6,49,20,2,0/0,2,3,0.25,10.2,1,4,2,0.3,25,53,13,0,0,40.82,2018,reg,75000,84375
3350,gerso fernandes,SKC,F,31,17,1591,5,5,38,19,2,0/0,1,4,0.28,13.2,0,1,4,0.28,31,26,7,1,0,50.0,2018,reg,550008,591258
3351,larrys mabiala,POR,D,31,31,2744,5,1,26,11,2,0/0,2,3,0.16,19.2,0,1,0,0.03,36,10,0,5,0,42.31,2018,reg,750000,793333.33
3353,luis silva,RSL,F,19,9,810,5,0,30,16,0,1/1,5,0,0.56,16.7,0,0,0,0.0,3,7,5,0,0,53.33,2018,reg,225000,233666.67
3354,julian gressel,DC,M,33,33,2945,4,14,65,21,3,0/0,4,0,0.12,6.2,4,7,7,0.43,33,11,5,3,0,32.31,2018,reg,92500,111250
3356,cristian roldan,SEA,M,34,34,3053,4,9,32,16,1,0/0,3,1,0.12,12.5,5,6,3,0.27,38,55,4,4,0,50.0,2018,reg,154000,191000
3357,bastian schweinsteiger,CHI,M,31,30,2726,4,6,24,8,0,0/1,2,2,0.13,16.7,1,4,2,0.2,29,51,0,7,0,33.33,2018,reg,6100000.08,6100000.08
3358,anton tinnerholm,NYC,D,31,31,2697,4,6,37,12,0,0/0,2,2,0.13,10.8,1,3,3,0.2,33,26,0,5,0,32.43,2018,reg,350000.04,434925.04
3359,wilfried zahibo,NE,M,31,22,1943,4,4,36,12,0,0/0,2,2,0.19,11.1,1,3,1,0.19,45,30,0,6,0,33.33,2018,reg,474000,544000
3360,ilie sanchez,SKC,M,34,34,3060,4,4,45,14,0,4/6,3,1,0.12,8.9,1,1,3,0.12,34,34,0,6,0,31.11,2018,reg,325008,330008
3361,ezequiel barco,ATL,M,26,19,1730,4,3,21,10,1,0/0,2,2,0.21,19.0,2,0,3,0.16,8,65,3,2,0,47.62,2018,reg,1425000,1425000
3362,tommy smith,COL,D,33,33,2969,4,3,30,12,2,0/0,4,0,0.12,13.3,1,3,0,0.09,34,25,2,6,1,40.0,2018,reg,600000,639999.96
3364,jo inge berget,NYC,F,23,19,1569,4,3,40,12,1,0/0,3,1,0.23,10.0,0,2,1,0.17,26,14,8,1,0,30.0,2018,reg,600000,816666.67
3365,cj sapong,CHI,F,32,29,2321,4,3,53,21,1,0/1,3,1,0.16,7.5,1,2,1,0.12,50,65,9,3,0,39.62,2018,reg,525000,525000
3366,lucas janson,TOR,F,11,8,818,4,2,30,17,1,0/0,3,1,0.44,13.3,0,2,0,0.22,9,12,5,0,0,56.67,2018,reg,396000,449000
3367,philippe senderos,HOU,D,8,7,606,4,1,10,6,1,0/0,4,0,0.59,40.0,1,1,0,0.15,6,4,0,2,0,60.0,2018,reg,225000,242500
3368,chad marshall,SEA,D,30,30,2584,4,1,19,5,1,0/0,3,1,0.14,21.1,0,0,1,0.03,12,13,1,0,1,26.32,2018,reg,300000,341250
3369,walker zimmerman,NSH,D,26,26,2321,4,1,24,8,3,0/0,3,1,0.16,16.7,0,0,1,0.04,21,7,0,4,0,33.33,2018,reg,235000,235000
3370,angelo rodriguez,MIN,F,11,10,870,4,1,28,8,1,0/0,3,1,0.41,14.3,0,0,1,0.1,17,24,8,1,0,28.57,2018,reg,575000.04,657187.54
3371,reto ziegler,DAL,D,29,29,2570,4,0,15,7,0,2/3,4,0,0.14,26.7,0,0,0,0.0,20,15,1,2,3,46.67,2018,reg,750000,800000
3372,cristian higuita,ORL,M,21,18,1366,4,0,18,7,0,0/0,1,3,0.26,22.2,0,0,0,0.0,32,49,0,6,1,38.89,2018,reg,444996,581662.67
3373,alan gordon,CHI,F,23,7,827,4,0,19,10,1,0/0,1,3,0.44,21.1,0,0,0,0.0,29,14,5,2,0,52.63,2018,reg,150000,155000
3374,jeisson vargas,MTL,F-M,19,10,871,4,0,28,11,3,0/0,2,2,0.41,14.3,0,0,0,0.0,10,4,5,1,0,39.29,2018,reg,200000.04,200000.04
3375,roger espinoza,SKC,M,32,32,2825,3,9,47,11,0,0/0,1,2,0.1,6.4,2,5,4,0.29,66,48,0,9,1,23.4,2018,reg,900000,900000
